stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\清大\大一下\程設二\mini project 2\mini project 2\TowerDefense\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12295] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12296] added dtor for sample_instance 0000000002C25250, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12297] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12298] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12299] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12300] added dtor for sample_instance 0000000002C26330, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12300] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12301] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12302] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12303] added dtor for sample_instance 0000000002C268D0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12304] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12304] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12305] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12306] added dtor for sample_instance 0000000002C25010, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12307] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12308] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12308] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12309] added dtor for sample_instance 0000000002C26C30, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12310] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12311] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12311] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12312] added dtor for sample_instance 0000000002C24EF0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12313] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12313] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12314] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12315] added dtor for sample_instance 0000000002C260F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12316] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12316] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12317] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12318] added dtor for sample_instance 0000000002C269F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12318] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12319] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12319] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12320] added dtor for sample_instance 0000000002C256D0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12321] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12322] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12322] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12323] added dtor for sample_instance 0000000002C257F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12324] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12324] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12325] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12326] added dtor for sample_instance 0000000002C26450, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12327] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12328] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12329] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12329] added dtor for sample_instance 0000000002C25910, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12330] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12331] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12332] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12335] added dtor for sample_instance 0000000002C29560, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12336] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12337] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12337] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12338] added dtor for sample_instance 0000000002C2A760, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12339] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12340] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12341] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12341] added dtor for sample_instance 0000000002C290E0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12342] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12343] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12343] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12344] added dtor for sample_instance 0000000002C29440, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12345] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12346] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12346] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12347] added dtor for sample_instance 0000000002C298C0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12348] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12349] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12349] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12350] added dtor for sample_instance 0000000002C28D80, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12351] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12352] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12352] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12353] added dtor for sample_instance 0000000002C29E60, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12354] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12355] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12356] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12356] added dtor for sample_instance 0000000002C29680, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12357] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12358] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12359] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12360] added dtor for sample_instance 0000000002C2A520, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12361] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12362] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12362] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12363] added dtor for sample_instance 0000000002C2A640, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12364] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12365] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12366] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12367] added dtor for sample_instance 0000000002C28FC0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12368] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12368] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12369] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12370] added dtor for sample_instance 0000000002C29200, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12371] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12371] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12372] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12373] added dtor for sample_instance 0000000002C29320, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12374] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12375] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12375] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12376] added dtor for sample_instance 0000000002C297A0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12377] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12378] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12378] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12379] added dtor for sample_instance 0000000002C2A880, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12381] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12382] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12382] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12383] added dtor for sample_instance 0000000002C299E0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12384] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12385] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12386] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12387] added dtor for sample_instance 0000000002C29C20, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12388] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12388] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12389] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12390] added dtor for sample_instance 0000000002C29B00, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12391] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12392] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12393] 
